timestamp,00:0e:8e:6e:4d:5e,10:be:f5:be:82:a8,10:be:f5:be:83:c0,1c:1e:e3:94:17:f8,1c:1e:e3:db:04:b8,28:ee:52:ae:77:07,28:ee:52:ae:77:08,70:d3:79:39:6c:00,70:d3:79:39:6c:01,70:d3:79:39:6c:02,70:d3:79:39:6c:03,70:d3:79:39:6c:04,70:d3:79:39:6c:05,70:d3:79:39:6c:06,70:d3:79:39:6c:07,70:d3:79:39:6c:08,70:d3:79:39:6c:09,70:d3:79:39:de:20,70:d3:79:39:de:21,70:d3:79:39:de:22,70:d3:79:39:de:23,70:d3:79:39:de:24,70:d3:79:39:de:25,70:d3:79:39:de:26,70:d3:79:39:de:27,70:d3:79:39:de:28,70:d3:79:39:de:29,94:d4:69:f6:b5:a1,94:d4:69:f6:b5:a2,94:d4:69:f6:b5:a3,94:d4:69:f6:b5:a4,94:d4:69:f6:b5:a5,94:d4:69:f6:b5:a6,94:d4:69:f6:b5:a8,94:d4:69:f7:98:e0,94:d4:69:f7:98:e1,94:d4:69:f7:98:e2,94:d4:69:f7:98:e3,94:d4:69:f7:98:e5,94:d4:69:f7:98:e6,94:d4:69:f7:98:e7,94:d4:69:f9:7d:c0,94:d4:69:f9:7d:c1,94:d4:69:f9:7d:c2,94:d4:69:f9:7d:c3,94:d4:69:f9:7d:c4,94:d4:69:f9:7d:c5,94:d4:69:f9:7d:c6,94:d4:69:f9:7d:c7,94:d4:69:f9:7d:c8,94:d4:69:f9:7d:c9,94:d4:69:fa:94:40,94:d4:69:fa:94:41,94:d4:69:fa:94:42,94:d4:69:fa:94:43,94:d4:69:fa:94:44,94:d4:69:fa:94:45,94:d4:69:fa:94:46,94:d4:69:fa:94:47,94:d4:69:fa:94:48,94:d4:69:fa:94:49,94:d4:69:fa:9a:00,94:d4:69:fa:9a:01,94:d4:69:fa:9a:02,94:d4:69:fa:9a:03,94:d4:69:fa:9a:04,94:d4:69:fa:9a:05,94:d4:69:fa:9a:06,94:d4:69:fa:9a:07,94:d4:69:fa:9a:08,94:d4:69:fa:9a:09,94:d4:69:fa:9a:0a,94:d4:69:fa:9a:0b,94:d4:69:fa:9a:0c,94:d4:69:fa:9a:0d,94:d4:69:fa:9a:0e,94:d4:69:fa:9a:0f,94:d4:69:fd:ac:e5,94:d4:69:fd:b1:00,94:d4:69:fd:b1:01,94:d4:69:fd:b1:02,94:d4:69:fd:b1:03,94:d4:69:fd:b1:04,94:d4:69:fd:b1:05,94:d4:69:fd:b1:06,94:d4:69:fd:b1:07,94:d4:69:fd:b1:08,94:d4:69:fd:b1:09,94:d4:69:fd:b1:0a,94:d4:69:fd:b1:0b,94:d4:69:fd:b1:0c,94:d4:69:fd:b1:0d,94:d4:69:fd:b1:0e,94:d4:69:fd:b1:0f,94:d4:69:fd:b1:e0,94:d4:69:fd:b1:e1,94:d4:69:fd:b1:e2,94:d4:69:fd:b1:e3,94:d4:69:fd:b1:e4,94:d4:69:fd:b1:e5,94:d4:69:fd:b1:e9,94:d4:69:fd:b2:20,94:d4:69:fd:b2:21,94:d4:69:fd:b2:22,94:d4:69:fd:b2:23,94:d4:69:fd:b2:24,94:d4:69:fd:b2:25,94:d4:69:fd:b2:26,94:d4:69:fd:b2:27,94:d4:69:fd:b2:28,94:d4:69:fd:b2:29,94:d4:69:fd:b2:2a,94:d4:69:fd:b2:2b,94:d4:69:fd:b2:2c,94:d4:69:fd:b2:2d,94:d4:69:fd:b2:2e,94:d4:69:fd:b2:2f,aa:6b:ad:45:e7:0d,b2:3e:26:00:d8:44,ba:5a:e1:12:88:a3,e8:cc:18:8d:3e:00,e8:cc:18:8d:3e:10
1714719595.1442988,,,,-59,,,-78,,,,,,,,,,,-80,-81,-81,-81,,-80,-81,-80,-81,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,,-71,-71,-70,-70,-71,-70,-70,-71,-82,,-81,-81,-82,-81,,-78,-78,-78,-78,-79,-78,-73,-74,-78,-78,,,-87,-87,,-88,,,,,,,,-57,-57,-57,-56,-56,-56,-56,-56,-56,-56,,-74,-74,-75,,-75,,,,,
1714719602.1593034,,,-95,-59,-91,,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-80,-80,-79,-80,,,-71,-71,-71,-71,-70,-70,-71,-70,-70,-71,,-81,-81,-81,,-81,,-78,-78,-78,-78,-79,-78,,,-78,-78,,,,,,,,,-85,,,,,-57,-57,-57,-56,-56,-56,-56,-56,-56,-56,,-74,-74,-75,,-75,,,-89,,
1714719609.1928885,,-93,-90,-60,,-97,-77,,,,,,,-80,,,,,,,,,,,,,,,,,-86,-85,-86,,,,,,,,,,,,,-81,,-82,,-82,-82,,,-81,,,-79,-79,-81,-81,-81,-71,,,-71,-71,,-80,-80,,-80,,-80,-81,-81,,-81,,,,,,,,-87,-87,-87,-75,-87,-87,-86,-87,-87,-87,,,,,,,,-56,-56,-56,-56,-56,-56,-75,-75,-56,-75,,-75,-75,-75,,-74,,,,,
1714719616.2202983,,,,-65,,,,,,,-81,-81,,,,-81,-81,-82,-82,-82,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-80,-80,,,-81,-80,,,-80,-74,-74,-74,-74,-74,-74,-79,-79,-74,-79,,-79,-79,-79,,-79,,-75,-74,-75,-75,-75,-75,-75,,,,,,-87,,,,,,,,,,,-54,-54,-54,-54,-54,-54,-75,-75,-54,-74,,-75,-75,-75,,-74,,,,,
1714719623.2329354,,,,-58,,,-77,,,,-81,-81,,,,-81,-81,-81,-82,-82,,,,-82,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,-80,-80,-80,,,-81,-80,,,-80,-69,-69,-69,-69,-69,-70,-83,-82,-69,-82,,-82,-83,-82,,-82,,-80,-74,-80,-81,-80,-80,-80,-80,-80,-79,,,-87,,,,,,,,,,,-55,-55,-55,-55,-55,-55,-74,-74,-55,-74,,-74,-74,-75,,-74,,,,,
1714719630.25602,,,,-62,,-94,-77,,,,,,,-82,,,-81,-81,-81,-82,,-81,-82,,,,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,-73,-74,-69,-74,-74,-79,-79,-74,-79,,-80,-79,-79,,-80,,-74,-74,-74,-74,-74,-74,-74,-74,-73,-74,,,,,,,,,,,,,,-55,-55,-55,-55,-55,-55,-75,-75,-55,-75,-75,-75,-75,-75,-75,-74,-82,,,,
1714719638.2566595,,,,-58,,-92,,,,-83,-84,-84,,,,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,,-71,-72,-72,-71,-71,-71,-71,-71,,-83,-83,-83,,-83,,,,-80,-81,-81,-81,-81,-80,,-80,,,,,,,,,,,,,,-57,-56,-56,,-56,-56,-56,-56,-56,,,,,,,,,,,,
1714719644.3040824,,,,-58,,-92,-78,,,-83,-81,-84,,,,,-84,-81,,,,,,,,-81,-81,,,,,,,,,,,,,,,,,,,,,,,,,-81,,-82,,,-81,-81,,-81,,-74,-74,-73,-73,-73,-71,-73,-74,-73,-73,,-80,-80,-80,,-80,,-73,-73,-74,-73,-73,-73,-73,-74,-74,-73,,,-88,,,,,,,,,,,-52,-52,-52,-52,-52,-56,-52,-52,-52,-52,,,-75,-75,,-75,,,,,
1714719651.3289475,,,,,,,-76,,,,-81,,,,,,,-80,-81,-80,,,,-81,,-81,-81,,,,,,,,,,,,,,,,,,,,,,,,,-81,,-82,,,-80,-79,,-81,,-71,-71,-71,-71,-71,-71,-71,-71,-71,-72,,-80,-80,-80,,-80,,-80,-80,-74,-73,-80,-80,-80,-80,-80,-79,,-88,-88,,,,,,,,,,,-56,-56,-56,-56,-57,-57,-56,-56,-56,-57,,-77,-77,-78,,-78,,-90,,,
1714719658.3325517,,,,-67,,,-79,,,,,,,,,,,,-82,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,,,-73,-73,-73,-73,-73,-73,-73,-73,-73,-73,,-82,-81,-82,,-81,,-74,-74,-74,-74,-74,-73,-74,-86,-74,-74,,-87,-87,,,,,,,,,,,-53,-53,-53,-53,-53,-53,-53,-53,-53,-53,,-76,-76,-76,,-76,,,-92,,
1714719665.342659,,,,-57,,,-79,,,,-83,,,,,,,,-82,-81,,,,-81,-82,-81,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-84,,,-78,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,,-81,-81,-81,,-81,,-74,-74,-74,-74,-74,-73,-74,-86,-74,-74,,-87,-87,,,,,,,,,,,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,,-77,-76,-77,,-76,-80,,-92,,
1714719672.366886,,-92,,-57,,,,,,,-83,-84,-83,,,,,,,,,,,-81,-82,-81,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,,,,-78,-71,-71,-71,-71,-71,-71,-71,-71,-71,-71,,-81,-81,-81,,-81,,,,,,,,,,,,,,,,,,,,,,,-84,,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,,-77,-76,-77,,-76,-80,-90,,,
1714719679.3887017,-94,,,-69,,,,,,,,,-84,-83,-82,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-79,-79,-79,-79,-72,-71,-71,-70,-71,,-83,-82,-72,-82,,-82,-83,-82,,-82,,,-80,-80,-80,-80,-79,-81,-80,-80,-80,-88,-89,-88,-88,-88,-88,,,,,,,,-56,-54,-54,-54,-54,-54,-55,-55,-55,-55,,-74,-74,-74,,-75,,,,,
1714719686.4180222,,,,-53,,,,,,,,-83,,,,,,,,-83,,,-84,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,,-80,-68,-68,-69,-69,-69,-69,-81,-81,-68,-81,,-81,-81,-81,,-81,,,,-78,-78,-78,-78,-79,-87,-78,-78,,,,,,,,,,-85,,,,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,,-74,-75,-74,,-74,,,,,
1714719693.4395711,,,,-68,,,,,,,,-83,,,,,,,,-83,,,-84,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,,-80,-73,-73,-73,-72,-73,-73,-81,-81,-73,-81,,-81,-80,-80,,-81,,,,-78,-78,-78,-78,-79,-87,-78,-74,,,,,,,,,,-85,,,,-58,-56,-56,-56,-56,-56,-56,-55,-56,-56,,-74,-75,-74,,-74,,,,,
1714719700.4393363,,,,-68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73,-73,-73,-72,-73,-73,-81,-81,-73,-81,,-81,-80,-80,,-81,,,,,,,,,,,-74,,,,,,,,,,,,,,-58,-56,-56,-56,-56,-56,-56,-55,-56,-56,,,,,,,,,,,
1714719707.4626503,,,,-67,,,-84,,,,,,,,,,,-82,-82,-82,-82,,,-82,-82,-82,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,-82,,,-82,-83,-75,-74,-75,-75,,-74,-82,-75,-74,-74,,,-82,-82,,-82,,-75,,-74,-75,,-74,-74,-74,-74,-74,,,-87,-88,,-88,,,,,,,,-56,-56,-56,-56,-58,-58,-56,-56,-56,-56,-74,-74,-74,-74,-74,-74,,,,,
1714719714.4730294,,,,-53,,,-84,,,,,,,,,,,-82,-82,-82,-82,,,-82,-82,-82,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,,-77,,,-82,-83,-70,-70,-69,-70,,-70,-81,-70,-70,-70,,,-81,-81,,-81,,-77,,-74,-75,,-77,-76,-76,-76,-76,,,-87,-88,,-88,,,,,,,,-56,-56,-56,-56,-56,-56,-56,-56,-56,-56,-74,-74,-74,-74,-74,-74,,,,,
1714719721.4962895,,,,-68,,,-81,,,,,,,,,,,-82,-82,-82,-82,,,,-82,,,,,,,,-85,,,,,,,,,,,,,,,,,-83,,,,,-78,-78,-77,-78,-78,,,-72,-72,-72,-72,-71,-71,-86,-71,-70,-72,,-86,-86,-87,,-86,,-77,-72,,,-75,-77,-75,-76,-75,-75,,,,,,,,,,,,,,-54,-54,-55,-54,-54,-54,-54,-55,-54,-55,-74,-72,-72,-72,-74,-72,-81,,,,
1714719728.5194716,,,,-53,,,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,,,,,,,,,,-69,,,-69,-68,,-70,-83,,-84,,-84,-83,-84,,-84,,,,,-76,,,,,,-76,,,,,,,,,,,,,,-55,-56,-56,-55,-55,-56,-56,-55,-56,-55,,-75,-75,-75,,-75,-82,,,,
1714719735.5434341,,,,-53,,,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,,,,,,,,,,-69,,,-69,-68,,-70,-83,,-84,,-84,-83,-84,,-84,,,,,-76,,,,,,-76,,,,,,,,,,,,,,-55,-56,-56,-55,-55,-56,-56,-55,-56,-55,,-75,-75,-75,,-75,-82,,,,
1714719742.5676253,,,,-54,,,-79,,,,,,,,,,,,,,,-85,-85,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,,,,,,-68,-73,-67,-69,-69,-69,-83,-68,-68,-72,,-84,-83,-84,,-84,,-76,-76,-76,-76,-76,-75,-76,-76,,-76,,-85,-88,-88,,-88,,,,,,,,-60,-59,-58,-58,-59,-59,-59,-59,-59,-59,,-74,-74,-74,,-74,,,-87,,
1714719749.591589,,,,-67,,,-79,,,,,,,,,,,,,,,-85,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,-71,-71,-70,-70,-70,-71,-71,-71,-71,,,,,,,,-74,-74,-74,-74,-74,-74,-75,-88,-75,-74,,-85,-88,-87,-88,-88,,,,,,,,-53,-53,-53,-53,-53,-53,-53,-53,-53,-53,,-73,-73,-73,,-73,,-92,-91,-93,
1714719756.618905,,-90,,-58,,-94,-75,,,,,,,,,,,,,,,,,,,,,,,,-84,,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-68,-68,-68,-68,,,-68,-68,-68,-68,,-86,-86,-86,,-87,,-78,-78,-78,-78,-78,-77,-78,-76,-77,-77,,,,,,,-83,-84,-83,-84,-84,,,-58,-59,-58,-58,-60,,-59,-58,-59,-59,,-78,-77,-78,,-77,,,,,
1714719763.6246653,,-90,,-62,,-94,-75,,,,,,,,,,,-83,,,,,,,,,,,,,-84,,,,,,,,,,,,,,,-82,,,,,,,,,,,,,,-80,-80,-72,-72,-72,-72,,-72,-72,-72,-72,-73,,-84,-84,-84,,-85,,-73,-73,-73,-74,-73,-73,-74,-74,-73,-77,,,-88,-87,,,-83,-84,-83,-84,-84,,,-56,-55,-55,-55,-55,-56,-55,-55,-56,-55,,-74,-74,-74,,-74,,,,,
1714719770.6245928,,,,-62,,,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-80,-72,-72,-72,-72,-72,-72,-72,-72,-72,-73,,-84,-84,-84,,-85,,-73,-73,-73,-74,-73,-73,-74,-74,-73,-88,,-88,-88,-87,,-88,,,,,,,,-56,-55,-55,-55,-55,-56,-55,-55,-56,-55,,-74,-74,-74,,-74,,,,,
1714719777.651429,,,,-67,,,,,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,-80,-80,,,,-72,-71,-71,-71,-71,-71,-71,-71,-71,-71,,-84,-84,-84,,-84,,-73,-73,-73,-73,-73,-73,-73,-73,-73,-74,,-88,,-87,,,,,,,,,,-53,-53,-53,-53,-53,-53,-52,-53,-53,-73,,-74,-74,-74,,-74,,,-93,,
1714719784.6637933,,,,-53,,-92,,,,,,,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,-83,-84,,,,,,,,,,,-79,-78,-78,-78,-78,-78,-80,,,,-72,-72,-71,-71,-71,-71,-71,-71,-71,-71,,-84,-84,-84,,-84,,-80,-73,-73,-73,-73,-80,-80,-80,-73,-74,,-88,,-87,,,,,,,,,,-56,-56,-56,-56,-56,-56,-56,-56,-56,-79,,-79,-79,-79,,-78,,,-93,,
1714719791.68509,,,,-62,,-92,-79,,,,,,,,,,,-83,-82,-82,-83,,,,,-82,-83,,,,,,,,,,,,,-83,-84,,,,,,,,,,,-79,-78,-78,-78,-79,-78,-78,,,,-73,-72,-72,-73,,-72,-72,-72,-72,-83,-83,-82,-82,-83,-83,-83,,-72,,,-72,,-73,-73,-73,-73,-72,,,,,,,,,,,,,,-54,-55,-54,-54,-55,-54,-55,-56,-54,-74,,-74,-74,-75,,-75,,-90,,,
1714719798.7129748,,,,-53,,-94,-76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-83,-81,-82,-81,-82,-82,-82,-82,-82,,,,,,,,-78,,-78,-78,,,,,,,,,,,,,,-56,-55,-55,-57,-55,-55,-56,-55,-55,-78,,-78,-78,-78,,-78,,,,,
1714719805.7282245,,,,-52,,-93,-75,,,,,,,,,,,,-83,-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-79,-78,-79,-79,-79,-79,-79,-79,-79,-71,-70,-71,-71,-69,,-83,-83,-71,-83,,-82,-82,-83,,-82,,-73,-72,-72,-73,-73,,-73,-72,-73,-73,,-87,-87,-87,,-87,,,,,,,,-55,-55,-55,-55,-55,-55,-55,-55,-55,-78,,-78,-78,-78,,-78,,,,,
1714719812.7638738,,,,-63,-89,-93,-79,,,,,,,,,,,,,-82,,,-82,,,,,,,,,,,,,,,,,,,-84,,,,,,-82,-83,-83,-83,,,-78,-79,,-79,,,,-79,-72,-70,-71,-71,-72,-72,-85,-85,-72,-84,,-84,-84,-85,,-84,,-74,,,,,,-87,-87,-74,-74,-86,,-87,-86,-87,-86,,,,,,,,-53,-53,-53,-53,-54,-53,-53,-53,-53,-74,,-74,-74,-74,,-74,,,-92,,
1714719819.7809746,,,,-54,-86,-92,-79,,,,-83,,,,,,,,,-82,,,-82,,,,,,,,,,,,,,,-84,-83,,,,,,,,,,,,,,,-78,-79,-78,-79,,-78,,-78,-70,,-71,-71,-70,-70,-84,-83,-70,-84,,-83,-84,-84,,-84,,-74,,,,,,-87,-87,-74,-74,-86,-87,-87,-86,-87,-86,,,,,,,,-56,-56,-55,-55,-55,-55,-55,-56,-56,-78,,-78,-78,-78,,-78,,,-92,,
1714719826.8145566,,,,-65,,,-78,,,,,,,,,,,,,,,,,-82,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-80,-80,-80,,,-80,-80,-79,-79,-72,-72,-72,-72,-72,-73,-72,-72,-72,-72,,,-83,-83,,-84,,-74,-73,-73,-73,,-73,-73,-73,-73,-73,,,-86,-85,,-86,,,,,,,,-54,-54,-54,-54,-53,-53,-54,-54,-73,-54,,-74,-74,-74,-74,-74,,,,,
1714719833.8366473,,,,-65,,,-78,,,,,,,,,,,,,,,,,-82,-82,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-80,-80,-80,,,-80,-80,-79,-79,-72,-72,-72,-72,-72,-73,-72,-72,-72,-72,,,-83,-83,,-84,,-74,-73,-73,-73,,-73,-73,-73,-73,-73,,,-86,-85,,-86,,,,,,,,-54,-54,-54,-54,-53,-53,-54,-54,-73,-54,,-74,-74,-74,-74,-74,,,,,
1714719840.8636367,,,,-65,,-93,-78,,,,,,,,,,,,,,,,,,,-82,-82,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,-82,-82,-82,,-71,-71,-71,-71,-71,-71,-72,-71,-71,-71,-82,-82,-81,-81,-82,-81,,-74,-74,-74,-74,,-74,-74,-87,-74,-74,,-87,,,,,,-83,-82,-83,-83,,,-54,-54,-54,-54,-54,-55,-54,-54,-54,-54,,,-73,-74,,-74,-81,,-87,,
1714719847.8878484,,,,-58,,,-72,,,,,,,,,,,,,,,-83,-83,,-84,-83,-84,-85,-86,,,,,,,,,,,,,-84,-84,,,,,,,,,,,,-81,-81,,,-81,-80,-82,,,-71,,,,-82,-70,-70,-83,,-82,-83,-82,,-82,,,,,,,,-89,-88,,,,,,-89,-88,-89,,,,,,,,-55,-55,-55,-55,-55,-55,-55,-55,-55,-55,,-77,-77,-77,,-77,-81,,,,
1714719854.902786,,,,-68,,,-81,,,,,,,,,,,,,,,-83,-83,,-84,-83,-84,-85,-86,,,,,,,,,,,,,-84,-84,,,,,,,,,,,-80,-80,-80,-80,-80,-80,-80,-81,,,-71,-72,-72,,-82,-70,-72,-82,,-82,-82,-82,,-82,,,,,-73,-73,,-87,-88,-73,-73,,,-87,-87,-88,-87,,,,,,,,-54,-54,-54,-54,-53,-53,-53,-54,-53,-53,,-73,-74,-74,,-74,-81,,,,
1714719861.9275296,,,,-54,,,-81,,,,,,,,,,,,,,,,,,,,-84,,,,,,,,-85,,-84,,-84,,,-84,,,,,,,,,,,,-80,-80,-80,-80,-80,-80,-81,-80,-72,-72,-72,-72,-71,-72,-83,-83,-72,-83,,-83,-83,-83,,-84,,,,-82,-82,-81,,-87,-88,-81,-82,,-88,-87,-87,,-87,,,,,,,,-55,-55,-55,-55,-55,-55,-55,-55,-54,-55,,-76,-76,-76,,-77,,-91,,,
1714719869.9034965,,,,-62,,,-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-79,-79,-80,-80,-79,-79,-80,-79,-80,-72,-71,-71,-71,-72,-71,-71,-71,-71,-71,,-81,-81,-81,,-82,,-75,-76,-75,-76,-75,-76,-76,-76,-75,-76,,,-89,-87,,-89,,,,,,,,-54,-54,-54,-54,-54,-54,-54,-54,-54,-54,,-74,-74,-74,,-74,,,,,
1714719875.9561799,,,,-53,,,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,-79,-79,-78,-78,-79,-79,-79,-78,-79,-70,-70,-70,-70,-70,-70,-70,-70,-70,-70,,-82,-83,-83,,-82,,-79,-79,-78,-78,-75,-76,-76,-76,-78,-78,,,-89,-87,,-89,,,,,,,,-56,-56,-56,-56,-56,-56,-56,-56,-56,-57,,-75,-74,-74,,-74,,,,,
1714719882.9575903,,,,-63,,,-78,,,,,,,,,,,-82,-82,-82,,,-81,,,-82,-83,,,,,,,,,,,,,,,,,,,,-82,-82,-82,,-81,,,,-78,-81,-79,,-79,-81,-80,-72,-72,-72,-72,-72,-72,-72,-72,-72,-72,,-80,-80,-80,,-80,,-75,-79,-78,-74,,,,,-75,-75,,,,,,,-85,,,,,,,-55,-54,-55,-54,-54,-54,-54,-54,-54,-54,,-75,-74,-74,,-74,-82,-88,-86,,
1714719889.9830072,,,,-53,,,-78,,,,,,,,,,,,,,-84,-83,,,,,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,,-80,,-81,-80,-72,-72,-73,-73,-73,-72,-73,-73,-72,-73,,-78,-78,-78,,-78,,-75,-75,,-75,-75,-75,-75,-75,-75,-75,-86,-87,-86,-87,-86,-87,,,,,,,,-56,-56,-56,-56,-56,-56,-56,-56,-56,-55,,-76,-76,-76,,-77,,,,,
1714719897.0057626,,,,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,-81,,-80,,-73,-72,,-73,-72,,-79,-79,-72,-73,,-79,-79,-79,,-79,,-75,-74,-74,-74,-74,-74,-75,-74,-74,-75,,-87,-86,-88,,-87,,,,,,,,-54,-54,-53,-54,-53,-54,-53,-54,-54,-53,-76,-76,-76,-76,-76,-76,,,,,
1714719904.0315952,,,,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,-81,,-80,,-73,-72,,-73,-72,,-79,-79,-72,-73,,-79,-79,-79,,-79,,-75,-74,-74,-74,-74,-74,-75,-74,-74,-75,,-87,-86,-88,,-87,,,,,,,,-54,-54,-53,-54,-53,-54,-53,-54,-54,-53,-76,-76,-76,-76,-76,-76,,,,,
1714719911.0559366,,,,-62,,,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84,,,,,,-82,-83,,,,,-82,,,,-79,,,,,-80,-79,-79,-79,-79,-71,-71,-71,-71,-71,-71,-80,-81,-71,-71,-80,-80,-81,-80,-81,-80,,-75,-76,-75,-75,,-75,-75,-76,-75,-76,,,,,,-87,,,,,,,-85,-52,-52,-52,-52,-52,-52,-52,-52,-52,-52,,-77,-77,-77,,-76,,,,,
1714719918.0805306,,,,-69,,,-80,,,,,,,,,,,,,-83,-83,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-80,-78,-80,,-72,-71,-72,-71,-71,-72,-82,-82,-71,-82,,-81,-82,-82,,-81,,-74,-74,-74,-74,-74,-74,-88,-88,-74,-74,,-87,-87,-87,,-88,,,,,,,,-53,-53,-53,-53,-53,-53,-53,-53,-53,-75,,-75,-75,-75,,-75,,,-91,,
1714719925.1059477,,,,-58,,,-80,,,,,,,,,,,,,-83,-83,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,-77,-77,,-70,-70,-70,-70,-71,-70,-81,-81,-71,-81,-81,-81,-81,-81,-81,-81,,-79,-79,-79,-79,-79,-79,-88,-88,-79,-80,,-87,-87,-87,,-88,,,,,,,,-58,-57,-57,-58,-57,-57,-57,-57,-58,-77,,-77,-76,-76,,-76,,,-88,,
1714719932.131279,,,,-58,,-95,,,,,,,,,,,,-83,-83,-83,-83,,,,-83,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,-77,-77,-77,-70,-70,-70,-70,,-70,-81,-81,-81,-81,-81,-81,-81,-81,-81,-81,,-79,-79,-79,-79,-79,-79,-79,-79,-79,-80,,,,,,,,,,,,,,-58,-57,-57,-58,-57,-57,-57,-57,-58,-77,,-77,-76,-76,,-76,-82,,-88,,
1714719939.1532097,,,,-54,,-93,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,-81,-81,-81,-81,-82,-80,-81,,,-80,,,,,,,,,,,,,-73,-71,,-86,-85,,-86,,-86,-85,-86,,-85,,,,,,-74,,-89,-89,,-88,,-89,-88,-89,,,,,,,,,,-62,-62,-62,-62,-62,-62,-62,-62,-62,-62,,-77,-77,-76,,-77,,,-88,,
1714719946.1823204,,,,-64,,-93,-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81,-81,-81,-81,-81,-82,-80,-81,,,-80,-79,-79,,,-79,,-79,,-80,-71,-71,-71,-70,-70,,-81,-81,-70,-81,,-81,-81,-81,,-81,,,,,,-74,,-87,-87,,-88,,-87,,-87,,,,,,,,,,-53,-53,-53,-53,-53,-53,-53,-53,-53,-53,-77,-77,-77,-77,-77,-77,,,-88,,
1714719953.207844,,,,-58,,,-75,,,,,,,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,-79,-79,-79,-80,-79,-80,-79,-78,-79,-71,-71,-71,-71,-71,-71,-82,-82,-71,-81,,-82,-82,-82,,-82,,,,,,-74,,-87,-87,-77,-88,,-87,,-87,,-88,,,,,,,,-61,-61,-61,-61,-61,-61,-61,-61,-61,-61,-77,-78,-78,-78,-77,-78,,,,,
1714719960.2152166,,,,-65,,,-75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,-77,-77,-79,,-77,-78,-77,-78,-78,-71,-71,-71,-70,-71,-70,-80,-79,-71,-80,,-80,-80,-80,,-79,,-73,-74,-73,,-74,,-87,-88,-73,-73,,-88,-87,-87,,-87,,,,,,,,-54,-54,-54,-54,-55,-55,-55,-54,-55,-55,,-74,-74,-74,,-78,,,,,
1714719968.1895647,,,,-54,,-94,-77,,,,-79,-80,,-79,,-80,-81,,,,,,,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82,-82,,-82,,-82,-83,-82,,-82,,,,,,,,,,,-77,,,,,,,,,,,,,,-59,-59,-59,-59,-58,-57,-59,-59,-59,-57,,-76,-76,-76,,-76,,,,,
1714719974.2534606,,,,-60,,-94,-84,,,,-79,-80,,-79,,-80,-81,,,,,,,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80,,-80,,,-80,-81,-80,-80,-80,-71,-70,-70,-70,-70,-70,-81,-80,-70,-80,,-81,-81,-80,,-80,,,-75,-75,,,,-87,-88,-75,-77,,-87,-87,-87,,-87,,,,,,,,-53,-53,-53,-53,-53,-53,-53,-53,-53,-53,,-77,-76,-77,,-77,,,,,
